,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
540,18635952,Tippling Street,1,Mumbai,"Second Floor, Horizon, 37, Juhu Church Road, Juhu, Mumbai",Juhu,"Juhu, Mumbai",72.82606848,19.10739071,"European, Mediterranean, Italian, Sushi",2000,Rs.,0,0,0,0,4,4.1,5BA829,Very Good,1132
541,39008,Lotus Cafe - JW Marriott Mumbai Juhu,1,Mumbai,"JW Marriott, Juhu Tara Road, Juhu, Mumbai","JW Marriott Mumbai Juhu, Juhu","JW Marriott Mumbai Juhu, Juhu, Mumbai",72.8270049,19.10221182,"Italian, Continental, North Indian, Asian",3500,Rs.,0,0,0,0,4,4.4,5BA829,Very Good,1888
542,18447027,SardaarJi,1,Mumbai,"Shop 14, Juhu Ekta CHS, Next to Mohan Medical, Juhu Versova Link Road, Juhu, Mumbai",Juhu,"Juhu, Mumbai",72.82916006,19.11765961,"North Indian, Rolls, Momos",500,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,906
543,34757,Joey's Pizza,1,Mumbai,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.8346663,19.17818771,Pizza,800,Rs.,0,0,0,0,2,4.7,3F7E00,Excellent,6818
544,18761203,BOMB’AR,1,Mumbai,"14th Floor, Above Mercedes Showroom, 1st Avenue, Near Inorbit Mall, Off Goregaon-Malad Link Road Goregaon West, Mumbai",Goregaon West,"Goregaon West, Mumbai",72.838752,19.173468,"Continental, North Indian, Italian",1400,Rs.,0,1,0,0,3,4.4,5BA829,Very Good,802
545,18079789,Jimis Burger,1,Mumbai,"13-14, Pleasant Park, Off Link Road, Opposite Movie Time Cinema, Evershine Nagar, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.83485238,19.18904877,"Burger, Fast Food",700,Rs.,0,0,0,0,2,4.7,3F7E00,Excellent,3594
546,18203267,Chili's American Grill & Bar,1,Mumbai,"2nd Floor, Inorbit Mall, Malad West, Mumbai","Inorbit Mall, Malad West","Inorbit Mall, Malad West, Mumbai",72.83571672,19.17337712,"American, Mexican, Burger, Tex-Mex",1400,Rs.,0,1,0,0,3,4.6,3F7E00,Excellent,6625
547,18580152,1441 Pizzeria,1,Mumbai,"11,  Raj Infinia, Evershine Nagar, Near Movie Time Cinema, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.83421669,19.18890533,"Pizza, Salad",1000,Rs.,0,1,0,0,3,4.5,3F7E00,Excellent,1044
548,18276583,Eva's Pizza,1,Mumbai,"Laxmi Singh Estate, Pawanbaug Road, Off S.V. Road, Near Witty International School, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.84697697,19.17623955,"Pizza, Fast Food, Italian",650,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,1397
549,18585802,The Stadium Bar,1,Mumbai,"3rd floor, DLH Park, Swami Vivekanand Road, Sunder Nagar, Goregaon West, Mumbai",Goregaon West,"Goregaon West, Mumbai",72.84499917,19.17405798,"North Indian, Continental",1850,Rs.,0,0,0,0,3,4.1,5BA829,Very Good,1937
550,18408295,Stacks And Racks,1,Mumbai,"Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.83626087,19.1812505,"American, Burger, Fast Food",1000,Rs.,0,0,0,0,3,4.4,5BA829,Very Good,2377
551,18250594,Hoppipola,1,Mumbai,"Unit 351, Mezzanine Level, Infinity Mall 2, Link Road, Malad, West, MumbaI","Infiniti Mall, Malad West","Infiniti Mall, Malad West, Mumbai",72.83343617,19.18474737,"Continental, Mediterranean",1500,Rs.,0,1,0,0,3,4.1,5BA829,Very Good,2332
552,18700854,Carter Road Social,1,Mumbai,"21, Gagangiri CHS Ltd, Carter Road, Bandra West, Mumbai","Carter Road, Bandra West","Carter Road, Bandra West, Mumbai",72.82258999,19.07062715,"American, North Indian, Chinese, Finger Food",1400,Rs.,1,1,1,0,3,4.7,3F7E00,Excellent,2081
553,18704922,House Of Tipsy,1,Mumbai,"3/4, Dheeraj Pali Arcade, Dr. Ambedkar Road, Pali Naka, Pali Hill, Bandra West","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",72.829181,19.062623,"Mediterranean, Italian, North Indian",1800,Rs.,0,0,0,0,3,4.5,3F7E00,Excellent,1513
554,18541311,Bombay Adda,1,Mumbai,"8th Floor, Nike Showroom Showroom Linking Road, Santacruz West, Mumbai",Santacruz West,"Santacruz West, Mumbai",72.83425659,19.07604055,"North Indian, Continental, Italian",1800,Rs.,0,0,0,0,3,4.5,3F7E00,Excellent,3688
555,18291423,Bastian,1,Mumbai,"B/1, New Kamal Building, Opposite National College, Linking Road, Bandra West","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",72.83499755,19.06365036,Seafood,2500,Rs.,0,0,0,0,4,4.5,3F7E00,Excellent,1747
556,18548856,The Bandra Project by PizzaExpress,1,Mumbai,"HSBC Building, C – 534A, Ground Floor, Dr. Ambedkar Road, Pali Hill, Bandra West","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",72.82950137,19.06046497,"Italian, Pizza",1600,Rs.,1,1,0,0,3,4.2,5BA829,Very Good,4363
557,47978,Smoke House Deli,1,Mumbai,"Clove At 33rd Road, B. R. Ambedkar Road, Pali Hill, Bandra West","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",72.82980613,19.06531275,"European, Italian, Salad",1400,Rs.,0,1,1,0,3,4.7,3F7E00,Excellent,2802
558,18336756,Pi Pizzeria,1,Mumbai,"Shop 7, Darvesh Grand, Next to Bharat Bank, 4th Road, Khar, Mumbai",Khar,"Khar, Mumbai",72.83924986,19.07117502,"Italian, Pizza, Beverages, Desserts, Continental, European",1300,Rs.,0,1,0,0,3,4.4,5BA829,Very Good,1601
559,18349470,Coffee By Di Bella Exclusive,1,Mumbai,"Kiran Kunj, 24th Road, Linking Road, Bandra West","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",72.83338454,19.06649061,"Cafe, Desserts",650,Rs.,0,1,1,0,2,4.6,3F7E00,Excellent,1855
560,16508750,Bombay Salad Co.,1,Mumbai,"Shop 1,16th Road, Linking Road, Bandra West","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",72.83083409,19.06481302,"Salad, Healthy Food, Juices",900,Rs.,0,0,0,0,2,4.5,3F7E00,Excellent,2589
561,18237762,Singh Saab,1,Mumbai,"Ground Floor, Swami Jayaramdas Shopping Complex, Near Basant Park, RC Marg, Chembur East, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.89363399,19.05050626,"North Indian, Asian",1600,Rs.,0,0,0,0,3,4.4,5BA829,Very Good,1863
562,18604420,Pot Pourri,1,Mumbai,"2nd Floor, Cubic Mall, Vasant Vihar Road, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.90303178,19.04553033,"Italian, Continental, Mexican, North Indian",1300,Rs.,0,0,0,0,3,4.3,5BA829,Very Good,1057
563,18281055,Kook,1,Mumbai,"Swami Jayramadas Shopping Centre, Chembur Mahul Road, R.C marg, Near Basant Park, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.89376307,19.0504039,"North Indian, Biryani, Chinese, Mughlai, Desserts",1000,Rs.,0,1,0,0,3,4,5BA829,Very Good,1608
564,18621752,Grandmama's Cafe,1,Mumbai,"Ground Floor, Sunny Estate, Sion Trombay Road, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.89763384,19.05309574,"Cafe, American, Desserts",1100,Rs.,0,1,0,0,3,4,5BA829,Very Good,1226
565,18291385,Navjeevan,1,Mumbai,"""Opposite Navjeevan Society, Samrat Ashok Nagar, R.C. Marg, Chembur east, Mumbai.",,,,,,,,,,,,,,,,
566,"""",Chembur,,72.89333794,19.04801562,"Chinese, Mughlai, North Indian",700,Rs.,0,1,0,0,2,4,5BA829,Very Good,1201,,,,
567,39339,KFC,1,Mumbai,"7 / 11, Food Court, K Star Mall, Sion Trombay Road, Chembur, Mumbai","K Star Mall, Chembur","K Star Mall, Chembur, Mumbai",72.90174164,19.05246446,"Burger, Fast Food",550,Rs.,0,1,0,0,2,3.5,9ACD32,Good,648
568,18392704,Tea Villa Cafe,1,Mumbai,"Shop 2, Skyrise Appartments, A Wing, Central Avenue Road, Chembur East, Mumbai, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.90051218,19.05632438,"Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese",1000,Rs.,1,1,1,0,3,4.3,5BA829,Very Good,2460
569,48693,Wok Hei,1,Mumbai,"Sunder Apartment, Sion Trombay Road, Opposite Diamond Garden, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.89994791,19.05224864,"Chinese, Thai",800,Rs.,0,1,0,0,2,3.8,9ACD32,Good,1370
570,36511,Kings Snack Bar,1,Mumbai,"Dr. C.G. Road, Chembur Colony, Chembur, Mumbai",Chembur,"Chembur, Mumbai",72.89436121,19.04559657,"North Indian, Chinese, Mughlai",600,Rs.,0,1,0,0,2,3.8,9ACD32,Good,588
571,38405,Guru Kripa,1,Mumbai,"40, Guru Kripa Building, Road 24, Near SIES College, Sion, Mumbai",Sion,"Sion, Mumbai",72.86175761,19.04289573,"North Indian, Street Food, Fast Food, Sandwich, Desserts",300,Rs.,0,1,0,0,1,4.3,5BA829,Very Good,3224
572,40853,Hardeep Punjab,1,Mumbai,"GTB Nagar, Sion Koliwada, Sion, Mumbai",Sion,"Sion, Mumbai",72.86310241,19.03414512,"North Indian, Chinese, Mughlai, Seafood",1300,Rs.,0,1,0,0,3,4.4,5BA829,Very Good,753
573,18089622,Cafe Istaa,1,Mumbai,"12 A/1 New Sion C.H.S. Limited, Sion, Mumbai",Sion,"Sion, Mumbai",72.86119871,19.04183433,"Cafe, Desserts, Italian, Salad",500,Rs.,0,0,0,0,2,4.1,5BA829,Very Good,1002
574,18394597,Uncafe,1,Mumbai,"16, Maryland Corner, Near Chagan Mitha Petrol Pump, Sion Circle, Sion, Mumbai",Sion,"Sion, Mumbai",72.86494274,19.0441777,Cafe,600,Rs.,0,1,0,0,2,3.9,9ACD32,Good,723
575,39011,Sion Lunch Home,1,Mumbai,"11, Harakh Niwas, Near Sion Railway Station, Sion, Mumbai",Sion,"Sion, Mumbai",72.8643617,19.04555378,"Mangalorean, Chinese, North Indian, Seafood",500,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,699
576,47061,Seven Sevens,1,Mumbai,"157, Dhiraj Dham, Jain Society, Near Old SIES College, Sion West, Sion, Mumbai",Sion,"Sion, Mumbai",72.86007721,19.04012417,"Fast Food, Continental, Chinese",650,Rs.,0,1,0,0,2,3.7,9ACD32,Good,529
577,49057,Peninsula,1,Mumbai,"117, Peace Heaven, Opposite PVR Sion, Sion Circle, Sion, Mumbai",Sion,"Sion, Mumbai",72.86474895,19.04183053,"Seafood, Desserts, Italian, Goan, North Indian, Chinese, Mughlai, Indian",1000,Rs.,0,0,0,0,3,3.9,9ACD32,Good,543
578,17843827,BOX8- Desi Meals,1,Mumbai,"Near Antop Hill, Wadala, Mumbai",Wadala,"Wadala, Mumbai",72.86698524,19.02990941,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",500,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,392
579,18687401,Mojo Pizza - 2X Toppings,1,Mumbai,"Shop 125, 1st Floor, Opposite MMRTO Office, Sion",Sion,"Sion, Mumbai",72.8756899,19.0350506,"Pizza, Fast Food",500,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,252
580,18203251,Pot De Fusion,1,Mumbai,"Shop 1, Plot 266, Film City Road, Goregaon East, Mumbai",Goregaon East,"Goregaon East, Mumbai",72.86963761,19.17551975,"North Indian, Chinese, Continental, Indian, Thai, Sandwich, Pizza, Lebanese",500,Rs.,0,1,0,0,2,4.2,5BA829,Very Good,2026
581,18365151,Goregaon Social,1,Mumbai,"Third Floor, The Oberoi Mall, Goregaon East, Mumbai","Oberoi Mall, Goregaon East","Oberoi Mall, Goregaon East, Mumbai",72.86069043,19.17399116,"American, North Indian, Chinese, Finger Food",1400,Rs.,0,1,0,0,3,4.2,5BA829,Very Good,2405
582,18528554,Bombay 63,1,Mumbai,"Shop 2, Next to OM Mart, Near Dindoshi Court, Film City Road, Malad East",Malad East,"Malad East, Mumbai",72.86833104,19.17569582,"Continental, North Indian, Chinese, Healthy Food",1400,Rs.,0,1,0,0,3,4,5BA829,Very Good,943
583,18584691,Farzi Cafe,1,Mumbai,"Shop 2, Third floor, Oberoi Mall, Off Western Express Highway, Goregaon East, Mumbai","Oberoi Mall, Goregaon East","Oberoi Mall, Goregaon East, Mumbai",72.86067232,19.17397723,Modern Indian,1500,Rs.,0,0,0,0,3,4.3,5BA829,Very Good,1118
584,18165906,Spukies - The Veg Sigree,1,Mumbai,"Shop 6, Mukadam Compound, Off Film City Road, Gokuldham, Goregaon East, Mumbai",Goregaon East,"Goregaon East, Mumbai",72.87005469,19.17587918,"North Indian, Chinese, Thai, Continental, Italian",650,Rs.,0,1,1,0,2,4.2,5BA829,Very Good,866
585,37854,Kangan - The Westin Mumbai Garden City,1,Mumbai,"The Westin Mumbai Garden City, International Business Park, Oberoi Garden City, Goregaon East, Mumbai","The Westin Mumbai Garden City, Goregaon East","The Westin Mumbai Garden City, Goregaon East, Mumbai",72.85975467,19.17374225,"North Indian, Mughlai",3000,Rs.,0,0,0,0,4,4.4,5BA829,Very Good,1116
586,35807,China Hunt,1,Mumbai,Shop  no 2 Mourya Compound A K  vidya marg opp  Lachiram Plaza Goregaon East Mumbai,Goregaon East,"Goregaon East, Mumbai",72.87153427,19.17566922,"Chinese, North Indian, Seafood",400,Rs.,0,1,0,0,1,3.5,9ACD32,Good,912
587,17974952,Olive Bistro,1,Mumbai,"Oberoi Mall, Film City Road, Goregaon East, Mumbai","Oberoi Mall, Goregaon East","Oberoi Mall, Goregaon East, Mumbai",72.8604963,19.17392466,"Mediterranean, European",1600,Rs.,1,1,0,0,3,3.9,9ACD32,Good,1664
588,49781,Burger King,1,Mumbai,"3rd Floor, Food Court, Oberoi Mall, Film City Road, Goregaon East, Mumbai","Oberoi Mall, Goregaon East","Oberoi Mall, Goregaon East, Mumbai",72.86057141,19.17392593,"Burger, Fast Food",500,Rs.,0,1,0,0,2,3.7,9ACD32,Good,1566
589,18548881,Coffee By Di Bella,1,Mumbai,"G-12/13, R Galleria, Runwal Greens Goregaon-Mulund Link Road, Next to Fortis Hospital, Industrial Area, Mulund West, Mumbai","R Galleria, Runwal Green","R Galleria, Runwal Green, Mumbai",72.94424459,19.1613445,"Cafe, Desserts",650,Rs.,0,1,1,0,2,4.4,5BA829,Very Good,1685
590,18666751,Tick-eat,1,Mumbai,"Shop 2, 3 & 4, Marathon Max Building, Goregoan Link Road, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.93818548,19.16394396,"North Indian, Italian, Mexican, Chinese, Lebanese, Continental",800,Rs.,0,1,0,0,2,4.6,3F7E00,Excellent,662
591,40375,The Food Studio - Kitchen & Bar,1,Mumbai,"Opposite Runwal Green Project, Mulund Goregaon Link Road, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.9447113,19.16151552,"Continental, Asian, North Indian",1100,Rs.,0,1,0,0,3,4.1,5BA829,Very Good,2928
592,18590994,The Food Studio - All Day Dining & Banquet,1,Mumbai,"Opposite Runwal Green Project, Mulund Goregaon Link Road, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.94471364,19.16115226,"Continental, Asian, North Indian",1100,Rs.,0,0,0,0,3,4.1,5BA829,Very Good,1022
593,18352549,The Bake Room,1,Mumbai,"Shop 28, Vikas Paradise, Bhakti Marg, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.94944104,19.18208174,"Cafe, Desserts, Fast Food, Bakery",800,Rs.,0,1,0,0,2,4.4,5BA829,Very Good,805
594,18670447,B Bhagat Tarachand,1,Mumbai,"Shop 1, 2, 3, 4, 6, Kuldeep Issh Chya, CHS. N.S. Road, Near Panch Rasta, Mulund West",Mulund West,"Mulund West, Mumbai",72.95249909,19.17693971,"North Indian, Chinese",900,Rs.,0,1,0,0,2,4.2,5BA829,Very Good,621
595,18587914,Farm Cafe,1,Mumbai,"Shop - G - 11, Runwal Greens Goregaon-Mulund Link Road, Next to Fortis Hospital, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.94426505,19.16128781,"Cafe, Pizza, Sandwich",600,Rs.,0,1,0,0,2,4,5BA829,Very Good,866
596,18517957,Playteria,1,Mumbai,"Shop No 9, Bhagyashree Apartments, Dr. Ambedkar Road, Mulund West, Mumbai",Mulund West,"Mulund West, Mumbai",72.95121431,19.17173451,"Cafe, Fast Food",750,Rs.,0,1,0,0,2,3.8,9ACD32,Good,824
597,18512289,Ph Se Food,1,Mumbai,"18-21, R Galleria, Runwal Greens , Mulund goregaon Link Road, Next to Fortis Hospital, Mulund West, Mumbai","R Galleria, Runwal Green","R Galleria, Runwal Green, Mumbai",72.94467174,19.16110666,"North Indian, Continental, Chinese",1000,Rs.,0,1,0,0,3,4.1,5BA829,Very Good,3581
598,18878771,magic pizza world,1,Kurnool,"near sv residency, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.03826645,15.83277104,"Desserts, Italian",400,Rs.,0,1,0,0,2,3.6,9ACD32,Good,78
599,18880331,Funky munky,1,Kurnool,"beside City mart, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.02968673,15.82308379,"Beverages, Cafe",550,Rs.,0,1,0,0,2,3.3,CDD614,Average,12
600,18831110,Madhu Family Restaurant,1,Kurnool,"Shop 51-12-12 F1, New Bus Stand Road, Ballary Road, Opposite Vidyut Bhavan, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.02904367,15.82585499,"Chinese, North Indian, Seafood",350,Rs.,0,1,0,0,2,3.6,9ACD32,Good,37
601,18826487,International Foodworld,1,Kurnool,"Muhammadiya Waqf Complex, Bhagya Nagar, Kurnool - 518004, Opposite Moriya Inn, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.036833,15.828813,"South Indian, North Indian, Mughlai",550,Rs.,0,1,0,0,2,3.7,9ACD32,Good,35
602,18889592,snow field pizza point,1,Kurnool,"ucon plaza, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.04285202,15.8300422,"Cafe, Indian",200,Rs.,0,1,0,0,1,3.6,9ACD32,Good,19
603,18826777,Suraj Fine Dine Restaurant,1,Kurnool,"Door 40-580-1, Ground floor, R S Road, S V Complex, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.02915096,15.82584542,"Chinese, North Indian",700,Rs.,0,1,0,0,2,3.3,CDD614,Average,27
604,18827325,Samrat Restaurant,1,Kurnool,"40/527, 1st Floor, R S Road Main Road, R S Road, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.03672485,15.83140275,"Chinese, Mughlai",450,Rs.,0,1,0,0,2,3.4,CDD614,Average,19
605,18879075,THE THICKSHAKE FACTORY,1,Kurnool,"beside mouryainn, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.03587392,15.82755233,Cafe,350,Rs.,0,1,0,0,2,3.8,9ACD32,Good,13
606,18872783,Ruchi Veg Restaurant,1,Kurnool,"Bhagya Nagar, Kurnool Locality, Kurnool",Kurnool Locality,"Kurnool Locality, Kurnool",78.03679325,15.82855196,North Indian,300,Rs.,0,1,0,0,1,3.7,9ACD32,Good,15
607,49261,Colaba Social,1,Mumbai,"24, Ground Floor, Glen Rose Building, Behind Taj Mahal Palace, Apollo Bunder, Colaba, Mumbai",Colaba,"Colaba, Mumbai",72.83247225,18.9218061,"American, North Indian, Chinese, Finger Food",1400,Rs.,0,1,0,0,3,4.7,3F7E00,Excellent,7695
608,18657283,Bayroute,1,Mumbai,"Minoo Manor Building 7, Captain Prakash Pethe Marg, Badhwar Park, Apollo Bandar, Cuffe Parade, Mumbai",Cuffe Parade,"Cuffe Parade, Mumbai",72.82470189,18.91789359,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000,Rs.,0,0,0,0,4,4.8,3F7E00,Excellent,1427
609,18715857,Garage Inc. Public House,1,Mumbai,"15, Walton Road, Colaba, Behind Bata Showroom, Causeway, Colaba, Mumbai",Colaba,"Colaba, Mumbai",72.830751,18.919999,"Continental, Asian, North Indian, Kebab, Italian",1500,Rs.,0,0,0,0,3,4.5,3F7E00,Excellent,621
610,34396,Pizza By The Bay,1,Mumbai,"143, Soona Mahal, Marine Drive, Churchgate, Mumbai",Churchgate,"Churchgate, Mumbai",72.82394987,18.93341116,"Italian, Pizza, Salad",2000,Rs.,0,1,0,0,4,4.2,5BA829,Very Good,5734
611,18300416,1441 Pizzeria,1,Mumbai,"Ground Floor, 5,  58/64,  Hari Chambers, S B Road, Fort, Mumbai",Fort,"Fort, Mumbai",72.83431862,18.92920366,"Pizza, Salad",1000,Rs.,0,1,0,0,3,4.5,3F7E00,Excellent,2113
612,44422,The Sassy Spoon,1,Mumbai,"Ground Floor, Express Towers, Ramnath Goenka Marg, Nariman Point, Mumbai",Nariman Point,"Nariman Point, Mumbai",72.82237407,18.92834483,"European, Mediterranean, Asian, Modern Indian, Finger Food, Salad, Desserts",1800,Rs.,0,1,0,0,3,4.3,5BA829,Very Good,2643
613,37814,Bademiya,1,Mumbai,"Tulloch Road, Apollo Bunder, Colaba, Mumbai",Colaba,"Colaba, Mumbai",72.83250947,18.92338808,"Street Food, Fast Food, North Indian, Mughlai, Rolls, Kebab",900,Rs.,0,1,0,0,2,3.3,CDD614,Average,6404
614,18707035,Effingut,1,Mumbai,"Dhanraj Mahal, Next to the Bentley Showroom, Colaba, Mumbai",Colaba,"Colaba, Mumbai",72.83322863,18.92416098,"Burmese, Continental, North Indian, Finger Food",1500,Rs.,0,0,0,0,3,4.3,5BA829,Very Good,1050
615,36491,Dome - InterContinental,1,Mumbai,"Hotel InterContinental, 135, Churchgate, Mumbai","InterContinental, Churchgate","InterContinental, Churchgate, Mumbai",72.82411013,18.9349204,"Japanese, Sushi, Pizza, North Indian, Asian",3000,Rs.,0,0,0,0,4,4.1,5BA829,Very Good,2440
616,36983,Say Cheese,1,Mumbai,"10, Paras Arcade, Supariwala Estate, Near Central Plaza, Charni Road, Mumbai",Charni Road,"Charni Road, Mumbai",72.81823576,18.9541785,"Rolls, Pizza, Mexican, Fast Food",350,Rs.,0,1,0,0,1,4,5BA829,Very Good,1228
617,18494145,Canto Cafe & Bar,1,Mumbai,"534, SVP Road, Hughes Road, Opera House, Charni Road, Mumbai",Charni Road,"Charni Road, Mumbai",72.8156719,18.95679294,"Continental, Mexican, Italian, American",1300,Rs.,0,1,0,0,3,4.3,5BA829,Very Good,2248
618,41769,Shalimar,1,Mumbai,"Vazir Building, Shalimar Corner, Bhendi Bazaar, Sandhurst Road, Mohammad Ali Road, Mumbai",Mohammad Ali Road,"Mohammad Ali Road, Mumbai",72.83244006,18.95819924,"North Indian, Chinese, Mughlai, Seafood",700,Rs.,0,1,0,0,2,4.1,5BA829,Very Good,2137
619,43212,Sardar Refreshments,1,Mumbai,"Tardeo Road Junction, Opposite Bus Depot, Tardeo, Mumbai",Tardeo,"Tardeo, Mumbai",72.81500738,18.96985218,"Street Food, Maharashtrian, Fast Food, Juices",250,Rs.,0,1,0,0,1,3.8,9ACD32,Good,3905
620,17846262,Coffee By Di Bella,1,Mumbai,"Kanchenjunga Building, Second Gate Of Vama Store, Peddar Road, Mumbai",Peddar Road,"Peddar Road, Mumbai",72.8072857,18.9650961,"Cafe, Desserts",650,Rs.,0,1,1,0,2,4.1,5BA829,Very Good,1941
621,18471988,Grandmama's Cafe,1,Mumbai,"Ground Floor, Habib Mansion, August Kranti Maidan, Kemps Corner, Mumbai",Kemps Corner,"Kemps Corner, Mumbai",72.81003993,18.96360711,"Cafe, American, Desserts",1000,Rs.,1,1,0,0,3,4.2,5BA829,Very Good,1104
622,37679,Cream Centre,1,Mumbai,"Fulchand Niwas, Chowpatty Sea Face, Chowpatty, Mumbai",Chowpatty,"Chowpatty, Mumbai",72.81288777,18.95576715,"North Indian, Fast Food, Italian",1200,Rs.,0,0,0,0,3,3.8,9ACD32,Good,1786
623,18581092,TNBT : The Next Big Thing,1,Mumbai,"29/A, Jethabhai Govindji Building, Opposite Merchants Club, Metro Motors Lane, Rangekar Road, Chowpatty, Mumbai",Chowpatty,"Chowpatty, Mumbai",72.81199761,18.95628972,"Italian, Thai, Mexican, Chinese",850,Rs.,0,1,0,0,2,3.9,9ACD32,Good,1418
624,18435885,Tea Villa Cafe,1,Mumbai,"Seva Sadan Society, Pandita Ramabai Road, Next To Gamdevi Police Station, Gamdevi, Grant Road, Mumbai",Grant Road,"Grant Road, Mumbai",72.81285156,18.96063796,"Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese",1000,Rs.,0,1,0,0,3,4.2,5BA829,Very Good,2205
625,17808556,Todi Mill Social,1,Mumbai,"242, Mathuradas Mill Compound, Near Viva Centre, Todi Mills, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.83065874,19.000026,"American, North Indian, Chinese, Finger Food",1400,Rs.,0,1,1,0,3,4.5,3F7E00,Excellent,5231
626,46740,Domino's Pizza,1,Mumbai,"7 - 10, Rangoli Time Complex, Dr. Babasaheb Ambedkar Road, Parel, Mumbai",Parel,"Parel, Mumbai",72.84066,19.00746,"Pizza, Fast Food",700,Rs.,0,0,0,0,2,3.5,9ACD32,Good,598
627,49641,Sweetish House Mafia,1,Mumbai,"Mathuradas Mills Compound, NM Joshi Marg, Lower Parel West, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.83051625,19.00049835,"Bakery, Desserts",350,Rs.,0,1,0,0,1,4.3,5BA829,Very Good,800
628,49116,Aqaba,1,Mumbai,"Club House, Level P5, Peninsula Business Park, Senapati Bapat Marg, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.82950304,18.99803707,"Mediterranean, Greek, Lebanese, Italian, Salad",1500,Rs.,0,1,0,0,3,3.9,9ACD32,Good,644
629,38416,Kebabs & Kurries - ITC Grand Central,1,Mumbai,"ITC Grand Central, 287, Dr Babasaheb Ambedkar Road, Parel, Mumbai","ITC Grand Central, Parel","ITC Grand Central, Parel, Mumbai",72.83869263,18.9980805,"North Indian, Mughlai, Lucknowi",3000,Rs.,0,0,0,0,4,4.3,5BA829,Very Good,665
630,18245969,Pan Of Asia,1,Mumbai,"N M Joshi Marg, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.83096686,18.99853225,"Chinese, Thai, Malaysian",450,Rs.,0,1,0,0,1,3.9,9ACD32,Good,509
631,18133564,Pizza Kitchen By  1Tablespoon,1,Mumbai,"1, Mathuradas Mill Compound, Todi Mills, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.83003747,19.00129721,"Pizza, Italian",800,Rs.,0,1,0,0,2,4,5BA829,Very Good,514
632,45850,Cafe Meal Box,1,Mumbai,"Parel , Mumbai ",Parel,"Parel, Mumbai",72.83944197,18.99493855,"European, Seafood, Italian, Chinese, Fast Food, Burger",800,Rs.,0,1,0,0,2,3.9,9ACD32,Good,473
